,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
455,456,20/06/2004,Piso,Venta,Lleida,195.0,1797120.0,31/12/2004,María
462,463,23/06/2004,Casa,Venta,Girona,214.0,1962380.0,01/06/2005,Pedro
464,465,24/06/2004,Industrial,Alquiler,Lleida,268.0,2628812.0,15/03/2005,Pedro
471,472,25/06/2004,Suelo,Venta,Tarragona,297.0,1820016.0,08/01/2005,María
472,473,25/06/2004,Parking,Alquiler,Lleida,105.0,872760.0,26/03/2005,Carmen
473,474,25/06/2004,Suelo,Venta,Girona,199.0,1622646.0,23/06/2005,Jesús
475,476,26/06/2004,Oficina,Alquiler,Lleida,88.0,851488.0,25/05/2005,Carmen
478,479,28/06/2004,Oficina,Venta,Girona,232.0,1028224.0,26/05/2005,Luisa
480,481,29/06/2004,Oficina,Alquiler,Barcelona,257.0,1166780.0,10/01/2005,Jesús
481,482,29/06/2004,Industrial,Venta,Tarragona,243.0,1983123.0,16/06/2005,María
482,483,29/06/2004,Oficina,Venta,Lleida,134.0,946710.0,04/01/2005,Carmen
483,484,30/06/2004,Casa,Venta,Girona,153.0,1506438.0,03/12/2004,Luisa
484,485,30/06/2004,Piso,Alquiler,Tarragona,122.0,1093608.0,27/02/2005,Luisa
485,486,30/06/2004,Piso,Venta,Girona,283.0,2199476.0,04/06/2005,Luisa
486,487,30/06/2004,Casa,Venta,Lleida,261.0,2475063.0,21/01/2005,Carmen
487,488,01/07/2004,Piso,Alquiler,Lleida,185.0,1306840.0,17/05/2005,Carmen
489,490,02/07/2004,Parking,Alquiler,Barcelona,234.0,1911312.0,08/04/2005,Luisa
491,492,03/07/2004,Local,Venta,Lleida,282.0,1298328.0,10/03/2005,Jesús
492,493,03/07/2004,Parking,Alquiler,Lleida,299.0,1948583.0,21/12/2004,María
493,494,03/07/2004,Piso,Venta,Barcelona,274.0,1729762.0,03/07/2005,Luisa
494,495,03/07/2004,Oficina,Venta,Barcelona,268.0,2578696.0,28/06/2005,Luisa
495,496,03/07/2004,Piso,Alquiler,Lleida,155.0,1166065.0,07/12/2004,Jesús
496,497,03/07/2004,Oficina,Venta,Girona,209.0,1316073.0,02/04/2005,Pedro
497,498,03/07/2004,Suelo,Alquiler,Tarragona,110.0,1004740.0,03/07/2005,Luisa
499,500,04/07/2004,Industrial,Alquiler,Lleida,240.0,2238000.0,06/05/2005,Pedro
501,502,05/07/2004,Piso,Alquiler,Lleida,224.0,2087904.0,29/01/2005,Jesús
503,504,05/07/2004,Oficina,Venta,Lleida,186.0,1216254.0,09/04/2005,María
505,506,05/07/2004,Industrial,Alquiler,Tarragona,235.0,1207195.0,14/10/2004,Luisa
506,507,05/07/2004,Industrial,Alquiler,Tarragona,159.0,1032546.0,07/11/2004,Carmen
507,508,05/07/2004,Local,Venta,Barcelona,271.0,2297538.0,22/11/2004,Jesús
509,510,06/07/2004,Industrial,Alquiler,Barcelona,227.0,1175860.0,05/07/2005,Joaquín
511,512,06/07/2004,Parking,Alquiler,Tarragona,239.0,1782940.0,13/11/2004,Joaquín
512,513,06/07/2004,Casa,Alquiler,Barcelona,191.0,1841622.0,21/01/2005,Jesús
514,515,08/07/2004,Oficina,Alquiler,Barcelona,47.0,262777.0,22/12/2004,Carmen
515,516,08/07/2004,Oficina,Alquiler,Barcelona,119.0,720902.0,23/06/2005,Carmen
516,517,08/07/2004,Industrial,Venta,Girona,174.0,1313526.0,16/01/2005,Pedro
521,522,09/07/2004,Casa,Venta,Lleida,223.0,1293400.0,03/03/2005,Carmen
522,523,09/07/2004,Suelo,Alquiler,Girona,270.0,1429380.0,25/03/2005,Carmen
523,524,10/07/2004,Piso,Alquiler,Barcelona,159.0,1536576.0,24/06/2005,Pedro
524,525,10/07/2004,Parking,Venta,Lleida,280.0,1249360.0,09/01/2005,Pedro
525,526,11/07/2004,Parking,Venta,Girona,162.0,1594404.0,07/03/2005,María
527,528,12/07/2004,Casa,Alquiler,Lleida,231.0,2273040.0,04/02/2005,Joaquín
528,529,12/07/2004,Industrial,Alquiler,Lleida,206.0,1414602.0,14/06/2005,Carmen
530,531,12/07/2004,Industrial,Alquiler,Barcelona,112.0,712768.0,14/06/2005,Carmen
531,532,12/07/2004,Local,Alquiler,Lleida,182.0,999726.0,20/02/2005,Carmen
532,533,13/07/2004,Parking,Venta,Tarragona,72.0,606024.0,12/04/2005,Carmen
534,535,14/07/2004,Industrial,Alquiler,Lleida,280.0,1730680.0,07/05/2005,Carmen
535,536,14/07/2004,Casa,Venta,Girona,197.0,1292123.0,30/06/2005,Joaquín
536,537,14/07/2004,Local,Alquiler,Girona,117.0,1031121.0,30/04/2005,Luisa
537,538,15/07/2004,Industrial,Alquiler,Girona,279.0,2161134.0,09/03/2005,María
541,542,16/07/2004,Oficina,Venta,Barcelona,182.0,1514968.0,24/10/2004,María
543,544,17/07/2004,Oficina,Venta,Tarragona,79.0,694331.0,10/03/2005,Carmen
547,548,20/07/2004,Parking,Venta,Barcelona,286.0,,21/10/2004,Carmen
548,549,20/07/2004,Local,Venta,Girona,237.0,1403988.0,27/06/2005,Carmen
549,550,21/07/2004,Casa,Alquiler,Lleida,275.0,1711325.0,27/04/2005,Luisa
550,551,21/07/2004,Piso,Alquiler,Girona,237.0,2215002.0,31/10/2004,Pedro
551,552,21/07/2004,Local,Venta,Barcelona,125.0,804625.0,26/06/2005,Carmen
552,553,21/07/2004,Oficina,Venta,Barcelona,209.0,1568754.0,15/12/2004,Pedro
554,555,22/07/2004,Piso,Venta,Girona,138.0,1289748.0,25/12/2004,Luisa
555,556,22/07/2004,Suelo,Venta,Lleida,57.0,567492.0,08/02/2005,Carmen
556,557,23/07/2004,Piso,Alquiler,Girona,198.0,1916442.0,14/04/2005,Joaquín
557,558,24/07/2004,Piso,Alquiler,Girona,246.0,1875012.0,08/03/2005,Luisa
558,559,24/07/2004,Local,Alquiler,Tarragona,188.0,1590104.0,26/10/2004,Pedro
559,560,25/07/2004,Industrial,Alquiler,Tarragona,285.0,1412175.0,01/12/2004,Pedro
562,563,25/07/2004,Piso,Venta,Barcelona,237.0,1272216.0,27/04/2005,Jesús
565,566,26/07/2004,Local,Alquiler,Girona,266.0,1881950.0,15/01/2005,María
571,572,28/07/2004,Local,Alquiler,Tarragona,235.0,1897155.0,01/07/2005,Carmen
572,573,28/07/2004,Parking,Venta,Tarragona,243.0,1038825.0,14/12/2004,Jesús
573,574,28/07/2004,Local,Alquiler,Lleida,58.0,251430.0,30/05/2005,Carmen
574,575,28/07/2004,Parking,Alquiler,Barcelona,280.0,1877400.0,21/04/2005,Joaquín
577,578,29/07/2004,Oficina,Venta,Girona,221.0,1571973.0,25/12/2004,Joaquín
579,580,30/07/2004,Parking,Venta,Tarragona,226.0,1634884.0,20/07/2005,María
580,581,30/07/2004,Casa,Venta,Tarragona,230.0,1742020.0,16/11/2004,Jesús
581,582,31/07/2004,Industrial,Venta,Lleida,290.0,2584480.0,22/11/2004,Jesús
582,583,31/07/2004,Local,Venta,Tarragona,297.0,1767744.0,23/03/2005,Pedro
583,584,01/08/2004,Casa,Alquiler,Girona,257.0,1077601.0,07/02/2005,Luisa
584,585,01/08/2004,Parking,Alquiler,Girona,161.0,1050203.0,04/02/2005,Joaquín
586,587,02/08/2004,Piso,Alquiler,Barcelona,184.0,1286344.0,02/07/2005,Joaquín
588,589,02/08/2004,Oficina,Venta,Tarragona,138.0,1372686.0,17/06/2005,Carmen
589,590,03/08/2004,Suelo,Venta,Tarragona,95.0,627570.0,16/03/2005,Carmen
592,593,04/08/2004,Suelo,Venta,Tarragona,213.0,1234974.0,23/06/2005,Carmen
593,594,04/08/2004,Industrial,Alquiler,Tarragona,171.0,1148436.0,29/06/2005,Pedro
594,595,04/08/2004,Industrial,Venta,Barcelona,262.0,1343798.0,15/04/2005,Jesús
599,600,08/08/2004,Oficina,Alquiler,Barcelona,289.0,1275646.0,29/01/2005,Pedro
601,602,09/08/2004,Industrial,Venta,Girona,227.0,1218763.0,27/07/2005,Joaquín
602,603,09/08/2004,Casa,Alquiler,Barcelona,174.0,1408182.0,23/05/2005,Jesús
604,605,10/08/2004,Piso,Alquiler,Lleida,212.0,1817264.0,25/06/2005,María
607,608,11/08/2004,Suelo,Venta,Lleida,210.0,1117620.0,12/05/2005,Carmen
608,609,11/08/2004,Suelo,Venta,Lleida,287.0,1790880.0,18/11/2004,Pedro
609,610,11/08/2004,Local,Venta,Barcelona,127.0,1058545.0,23/01/2005,Joaquín
610,611,11/08/2004,Casa,Venta,Barcelona,294.0,2658936.0,21/06/2005,Luisa
612,613,11/08/2004,Industrial,Venta,Barcelona,225.0,1879200.0,19/11/2004,Pedro
613,614,12/08/2004,Casa,Alquiler,Barcelona,241.0,1085705.0,28/01/2005,Pedro
614,615,12/08/2004,Local,Venta,Lleida,283.0,1992320.0,07/04/2005,María
615,616,12/08/2004,Piso,Alquiler,Barcelona,231.0,1237929.0,13/04/2005,Luisa
616,617,13/08/2004,Piso,Venta,Lleida,172.0,1283980.0,27/01/2005,Carmen
619,620,14/08/2004,Suelo,Alquiler,Barcelona,58.0,406290.0,04/07/2005,Carmen
620,621,14/08/2004,Industrial,Venta,Tarragona,223.0,2171128.0,23/03/2005,Carmen
621,622,14/08/2004,Piso,Venta,Barcelona,123.0,1116348.0,29/06/2005,Luisa
623,624,15/08/2004,Industrial,Venta,Tarragona,154.0,1122352.0,11/05/2005,Jesús
624,625,15/08/2004,Industrial,Alquiler,Girona,222.0,2171826.0,12/01/2005,Carmen
625,626,16/08/2004,Piso,Alquiler,Tarragona,263.0,2061131.0,28/07/2005,Joaquín
627,628,16/08/2004,Casa,Alquiler,Tarragona,212.0,1360828.0,24/04/2005,Jesús
628,629,17/08/2004,Piso,Venta,Girona,249.0,1427019.0,04/12/2004,Jesús
629,630,17/08/2004,Parking,Alquiler,Girona,170.0,1567060.0,19/02/2005,María
630,631,17/08/2004,Parking,Alquiler,Barcelona,272.0,1972816.0,14/08/2005,Carmen
631,632,17/08/2004,Piso,Venta,Girona,201.0,1816437.0,10/05/2005,Pedro
632,633,17/08/2004,Parking,Alquiler,Girona,167.0,1191044.0,11/01/2005,Luisa
633,634,18/08/2004,Piso,Alquiler,Tarragona,283.0,2576432.0,13/05/2005,María
635,636,18/08/2004,Piso,Alquiler,Tarragona,181.0,1161477.0,07/05/2005,María
638,639,19/08/2004,Piso,Alquiler,Girona,277.0,2646181.0,04/07/2005,Carmen
639,640,19/08/2004,Industrial,Alquiler,Tarragona,182.0,1243060.0,16/07/2005,María
640,641,19/08/2004,Oficina,Venta,Girona,249.0,2306238.0,02/03/2005,María
642,643,20/08/2004,Industrial,Alquiler,Lleida,255.0,2338095.0,10/08/2005,Carmen
643,644,20/08/2004,Industrial,Alquiler,Tarragona,164.0,1162104.0,10/05/2005,Pedro
644,645,20/08/2004,Industrial,Venta,Tarragona,227.0,1917696.0,22/02/2005,Joaquín
645,646,20/08/2004,Parking,Alquiler,Lleida,168.0,1192800.0,14/07/2005,Joaquín
647,648,21/08/2004,Oficina,Venta,Girona,267.0,1153173.0,28/03/2005,Pedro
649,650,22/08/2004,Parking,Venta,Lleida,80.0,777360.0,21/04/2005,Carmen
650,651,22/08/2004,Piso,Venta,Girona,207.0,1015956.0,17/06/2005,Jesús
651,652,22/08/2004,Oficina,Alquiler,Girona,259.0,1080548.0,31/12/2004,María
652,653,22/08/2004,Piso,Venta,Tarragona,147.0,730149.0,25/12/2004,Carmen
653,654,22/08/2004,Oficina,Alquiler,Girona,207.0,1953873.0,10/06/2005,Luisa
654,655,22/08/2004,Oficina,Venta,Girona,293.0,2787016.0,23/03/2005,Luisa
655,656,23/08/2004,Oficina,Venta,Tarragona,252.0,1773072.0,01/04/2005,Luisa
656,657,23/08/2004,Casa,Venta,Lleida,284.0,1589832.0,28/02/2005,Luisa
657,658,23/08/2004,Parking,Venta,Tarragona,286.0,1442870.0,09/08/2005,Pedro
659,660,23/08/2004,Piso,Venta,Tarragona,176.0,1003552.0,05/08/2005,Carmen
660,661,23/08/2004,Local,Venta,Girona,278.0,1730550.0,09/12/2004,María
661,662,24/08/2004,Parking,Alquiler,Girona,254.0,1963166.0,27/07/2005,Joaquín
663,664,24/08/2004,Local,Alquiler,Girona,252.0,2057832.0,14/03/2005,Luisa
664,665,25/08/2004,Local,Alquiler,Girona,163.0,1520627.0,20/04/2005,Pedro
665,666,26/08/2004,Suelo,Venta,Lleida,271.0,1457980.0,09/05/2005,Luisa
667,668,27/08/2004,Parking,Venta,Barcelona,195.0,1513005.0,21/01/2005,Pedro
668,669,27/08/2004,Parking,Venta,Tarragona,290.0,1747830.0,14/01/2005,Luisa
669,670,28/08/2004,Industrial,Venta,Barcelona,289.0,2188597.0,27/04/2005,María
670,671,28/08/2004,Suelo,Alquiler,Barcelona,235.0,1277930.0,07/04/2005,Luisa
671,672,28/08/2004,Local,Alquiler,Tarragona,186.0,1225926.0,16/05/2005,Luisa
673,674,29/08/2004,Parking,Venta,Girona,152.0,1392168.0,04/08/2005,Pedro
675,676,29/08/2004,Casa,Venta,Girona,47.0,311563.0,27/12/2004,Carmen
677,678,30/08/2004,Industrial,Venta,Barcelona,225.0,1239300.0,29/01/2005,María
678,679,30/08/2004,Suelo,Venta,Tarragona,113.0,1074969.0,16/04/2005,Joaquín
679,680,30/08/2004,Piso,Alquiler,Tarragona,249.0,1029864.0,06/05/2005,Carmen
680,681,30/08/2004,Industrial,Alquiler,Tarragona,284.0,1166104.0,08/04/2005,Jesús
681,682,30/08/2004,Oficina,Venta,Lleida,274.0,1577692.0,11/05/2005,Joaquín
682,683,30/08/2004,Piso,Alquiler,Lleida,121.0,1049433.0,07/06/2005,Jesús
683,684,31/08/2004,Parking,Venta,Tarragona,247.0,2285244.0,07/03/2005,María
684,685,31/08/2004,Piso,Venta,Girona,97.0,662316.0,27/04/2005,Carmen
686,687,01/09/2004,Piso,Alquiler,Lleida,240.0,1214880.0,09/04/2005,Luisa
691,692,02/09/2004,Oficina,Venta,Lleida,177.0,1022883.0,29/04/2005,María
692,693,03/09/2004,Suelo,Venta,Barcelona,269.0,1722407.0,21/12/2004,Jesús
694,695,03/09/2004,Local,Venta,Lleida,205.0,1524585.0,02/05/2005,Pedro
695,696,04/09/2004,Suelo,Alquiler,Tarragona,256.0,1379328.0,27/03/2005,Luisa
696,697,04/09/2004,Local,Alquiler,Barcelona,163.0,1570016.0,04/08/2005,Carmen
697,698,05/09/2004,Parking,Alquiler,Girona,187.0,789140.0,16/05/2005,Carmen
699,700,06/09/2004,Local,Alquiler,Girona,299.0,1251315.0,20/01/2005,Luisa
700,701,06/09/2004,Casa,Venta,Girona,225.0,2023200.0,27/12/2004,Joaquín
701,702,07/09/2004,Piso,Alquiler,Girona,295.0,2553225.0,14/01/2005,Carmen
702,703,07/09/2004,Casa,Venta,Tarragona,160.0,1341120.0,25/07/2005,María
703,704,08/09/2004,Piso,Alquiler,Barcelona,278.0,2540364.0,12/04/2005,Carmen
704,705,08/09/2004,Oficina,Alquiler,Tarragona,271.0,1165842.0,10/02/2005,Luisa
705,706,08/09/2004,Piso,Alquiler,Girona,258.0,1501560.0,05/01/2005,Joaquín
706,707,08/09/2004,Industrial,Venta,Girona,215.0,1713120.0,27/05/2005,Carmen
707,708,08/09/2004,Industrial,Venta,Tarragona,158.0,1124012.0,03/05/2005,Pedro
708,709,09/09/2004,Casa,Alquiler,Tarragona,210.0,1181670.0,13/07/2005,Jesús
709,710,09/09/2004,Parking,Venta,Lleida,274.0,1291636.0,24/05/2005,María
710,711,10/09/2004,Casa,Venta,Tarragona,289.0,2114035.0,14/12/2004,Luisa
711,712,10/09/2004,Parking,Alquiler,Lleida,244.0,2280668.0,16/07/2005,María
713,714,10/09/2004,Casa,Alquiler,Lleida,235.0,2135210.0,14/05/2005,Pedro
715,716,10/09/2004,Oficina,Alquiler,Barcelona,206.0,1793848.0,03/09/2005,Luisa
718,719,11/09/2004,Oficina,Venta,Tarragona,283.0,1565839.0,15/06/2005,Pedro
719,720,11/09/2004,Casa,Venta,Tarragona,226.0,2216608.0,09/07/2005,Luisa
721,722,12/09/2004,Industrial,Alquiler,Girona,86.0,611546.0,10/02/2005,Carmen
723,724,12/09/2004,Oficina,Alquiler,Barcelona,241.0,2085373.0,07/07/2005,Joaquín
724,725,13/09/2004,Oficina,Alquiler,Barcelona,180.0,901980.0,07/02/2005,Carmen
725,726,13/09/2004,Parking,Venta,Girona,112.0,1081360.0,03/05/2005,María
726,727,15/09/2004,Suelo,Alquiler,Girona,195.0,1168440.0,30/12/2004,Luisa
728,729,16/09/2004,Casa,Alquiler,Lleida,197.0,1905187.0,15/09/2005,Pedro
729,730,16/09/2004,Parking,Alquiler,Tarragona,284.0,1830664.0,02/01/2005,Pedro
732,733,17/09/2004,Oficina,Alquiler,Girona,164.0,1225244.0,07/08/2005,Jesús
737,738,19/09/2004,Suelo,Alquiler,Lleida,294.0,1201578.0,31/01/2005,Luisa
738,739,20/09/2004,Piso,Venta,Barcelona,250.0,1527750.0,10/02/2005,Luisa
739,740,21/09/2004,Parking,Alquiler,Barcelona,254.0,2328418.0,06/01/2005,Joaquín
740,741,21/09/2004,Parking,Venta,Tarragona,126.0,1184274.0,28/07/2005,María
741,742,22/09/2004,Suelo,Venta,Barcelona,218.0,1330236.0,27/12/2004,Pedro
746,747,22/09/2004,Suelo,Alquiler,Barcelona,178.0,1355470.0,24/12/2004,María
747,748,22/09/2004,Industrial,Alquiler,Girona,228.0,2145480.0,21/06/2005,María
749,750,23/09/2004,Parking,Alquiler,Girona,294.0,1335936.0,14/07/2005,Carmen
751,752,25/09/2004,Local,Venta,Barcelona,182.0,1509872.0,05/08/2005,Luisa
753,754,25/09/2004,Piso,Alquiler,Tarragona,251.0,1206557.0,20/05/2005,María
754,755,25/09/2004,Oficina,Venta,Tarragona,235.0,2202655.0,16/04/2005,Pedro
757,758,26/09/2004,Piso,Venta,Barcelona,272.0,1535168.0,26/07/2005,Luisa
759,760,26/09/2004,Casa,Alquiler,Barcelona,299.0,1695330.0,14/07/2005,Joaquín
760,761,26/09/2004,Local,Venta,Girona,50.0,411700.0,05/01/2005,Carmen
762,763,27/09/2004,Piso,Alquiler,Girona,291.0,2411808.0,28/02/2005,Joaquín
763,764,27/09/2004,Oficina,Alquiler,Girona,210.0,1122240.0,27/08/2005,Pedro
764,765,28/09/2004,Local,Alquiler,Girona,291.0,2354481.0,26/01/2005,Carmen
765,766,29/09/2004,Piso,Alquiler,Girona,204.0,1044480.0,17/04/2005,Jesús
767,768,29/09/2004,Piso,Venta,Girona,231.0,1213212.0,24/06/2005,Carmen
768,769,02/10/2004,Casa,Venta,Barcelona,159.0,1162131.0,25/08/2005,Pedro
769,770,04/10/2004,Oficina,Venta,Lleida,185.0,1343840.0,17/04/2005,Carmen
771,772,04/10/2004,Suelo,Venta,Barcelona,277.0,1363948.0,02/01/2005,Jesús
773,774,05/10/2004,Local,Alquiler,Tarragona,244.0,2332152.0,05/06/2005,Joaquín
774,775,05/10/2004,Local,Venta,Lleida,204.0,1606500.0,25/07/2005,Carmen
777,778,06/10/2004,Local,Alquiler,Barcelona,228.0,1554732.0,17/08/2005,Jesús
778,779,06/10/2004,Local,Alquiler,Tarragona,256.0,1877760.0,14/04/2005,María
779,780,06/10/2004,Local,Venta,Tarragona,185.0,1607280.0,28/03/2005,Carmen
780,781,06/10/2004,Suelo,Alquiler,Lleida,158.0,1217390.0,27/04/2005,Luisa
782,783,06/10/2004,Oficina,Alquiler,Girona,219.0,1455693.0,28/01/2005,Joaquín
784,785,06/10/2004,Casa,Alquiler,Barcelona,228.0,1685148.0,05/10/2005,Luisa
786,787,06/10/2004,Casa,Venta,Barcelona,279.0,2064879.0,07/05/2005,María
787,788,07/10/2004,Casa,Venta,Girona,92.0,853852.0,25/09/2005,Carmen
788,789,07/10/2004,Piso,Venta,Barcelona,251.0,1781849.0,23/07/2005,Luisa
791,792,08/10/2004,Piso,Venta,Tarragona,292.0,1565120.0,02/10/2005,Joaquín
793,794,10/10/2004,Oficina,Venta,Tarragona,277.0,1522946.0,09/03/2005,Joaquín
795,796,10/10/2004,Casa,Alquiler,Lleida,110.0,950290.0,08/06/2005,Carmen
796,797,11/10/2004,Oficina,Venta,Barcelona,255.0,1442280.0,04/05/2005,Jesús
797,798,11/10/2004,Piso,Venta,Girona,222.0,1478742.0,24/09/2005,Jesús
798,799,11/10/2004,Suelo,Alquiler,Tarragona,278.0,2209822.0,27/02/2005,Jesús
800,801,13/10/2004,Local,Alquiler,Tarragona,159.0,1323198.0,26/08/2005,Jesús
801,802,13/10/2004,Suelo,Venta,Lleida,114.0,1106028.0,27/02/2005,María
802,803,13/10/2004,Local,Alquiler,Tarragona,163.0,1115409.0,14/03/2005,María
804,805,14/10/2004,Piso,Alquiler,Barcelona,243.0,1469178.0,18/02/2005,Pedro
806,807,15/10/2004,Suelo,Alquiler,Tarragona,259.0,1891736.0,18/07/2005,María
808,809,15/10/2004,Casa,Venta,Tarragona,222.0,1292484.0,01/10/2005,Pedro
809,810,15/10/2004,Industrial,Venta,Barcelona,51.0,334305.0,25/09/2005,Carmen
810,811,16/10/2004,Industrial,Venta,Lleida,214.0,1805518.0,30/08/2005,Carmen
811,812,16/10/2004,Oficina,Venta,Tarragona,236.0,2208252.0,21/04/2005,Pedro
813,814,17/10/2004,Oficina,Alquiler,Barcelona,192.0,1627200.0,27/01/2005,Luisa
814,815,17/10/2004,Industrial,Venta,Tarragona,182.0,1690416.0,04/09/2005,Pedro
815,816,18/10/2004,Parking,Alquiler,Barcelona,232.0,2180104.0,19/07/2005,Joaquín
819,820,19/10/2004,Piso,Alquiler,Tarragona,206.0,1688170.0,17/07/2005,Jesús
820,821,19/10/2004,Parking,Venta,Girona,161.0,1392006.0,12/07/2005,María
821,822,20/10/2004,Industrial,Venta,Tarragona,259.0,1628333.0,09/08/2005,María
822,823,20/10/2004,Parking,Venta,Lleida,177.0,992793.0,20/03/2005,Carmen
825,826,21/10/2004,Oficina,Alquiler,Girona,239.0,1709567.0,10/06/2005,Jesús
826,827,22/10/2004,Industrial,Venta,Tarragona,149.0,1391809.0,06/08/2005,Pedro
827,828,23/10/2004,Industrial,Alquiler,Barcelona,199.0,1278774.0,06/04/2005,Pedro
828,829,23/10/2004,Local,Venta,Lleida,152.0,1218888.0,04/03/2005,Joaquín
829,830,24/10/2004,Local,Venta,Lleida,143.0,1409551.0,23/04/2005,Jesús
830,831,24/10/2004,Parking,Venta,Girona,115.0,880900.0,04/07/2005,Carmen
831,832,24/10/2004,Casa,Alquiler,Tarragona,87.0,574200.0,19/05/2005,Carmen
832,833,24/10/2004,Oficina,Alquiler,Lleida,212.0,1968632.0,23/10/2005,Pedro
834,835,25/10/2004,Parking,Venta,Lleida,168.0,1276800.0,25/07/2005,Carmen
835,836,25/10/2004,Suelo,Venta,Tarragona,274.0,2124596.0,21/02/2005,Carmen
836,837,27/10/2004,Local,Venta,Girona,127.0,1021334.0,21/05/2005,Joaquín
838,839,27/10/2004,Local,Venta,Lleida,109.0,1029178.0,13/07/2005,Joaquín
839,840,27/10/2004,Parking,Alquiler,Girona,114.0,1040478.0,29/04/2005,Carmen
840,841,27/10/2004,Piso,Venta,Girona,120.0,1061160.0,13/04/2005,Luisa
842,843,30/10/2004,Casa,Venta,Barcelona,175.0,1712725.0,12/03/2005,Carmen
844,845,31/10/2004,Industrial,Venta,Tarragona,280.0,1485680.0,23/10/2005,Luisa
845,846,31/10/2004,Suelo,Alquiler,Tarragona,246.0,2214984.0,22/09/2005,Joaquín
847,848,31/10/2004,Oficina,Alquiler,Tarragona,223.0,1566129.0,06/04/2005,Jesús
848,849,01/11/2004,Casa,Venta,Tarragona,120.0,1003320.0,18/07/2005,Carmen
849,850,01/11/2004,Piso,Alquiler,Girona,159.0,1391091.0,16/06/2005,Carmen
850,851,01/11/2004,Casa,Alquiler,Girona,157.0,1032118.0,16/06/2005,Luisa
851,852,02/11/2004,Casa,Alquiler,Girona,237.0,1768020.0,27/04/2005,Luisa
852,853,02/11/2004,Piso,Venta,Tarragona,246.0,1708716.0,16/03/2005,Jesús
853,854,02/11/2004,Piso,Alquiler,Lleida,299.0,2430272.0,26/03/2005,Carmen
854,855,03/11/2004,Suelo,Venta,Girona,223.0,1650200.0,28/08/2005,Carmen
856,857,03/11/2004,Industrial,Venta,Girona,238.0,2379048.0,08/09/2005,María
857,858,03/11/2004,Oficina,Alquiler,Lleida,251.0,1821758.0,11/06/2005,Luisa
859,860,03/11/2004,Piso,Venta,Lleida,288.0,2242656.0,11/02/2005,Jesús
862,863,06/11/2004,Oficina,Alquiler,Barcelona,246.0,2328636.0,10/03/2005,Luisa
865,866,07/11/2004,Parking,Venta,Girona,136.0,1054544.0,18/09/2005,María
868,869,07/11/2004,Parking,Alquiler,Lleida,183.0,1082079.0,07/09/2005,Carmen
869,870,08/11/2004,Industrial,Venta,Tarragona,245.0,1951180.0,06/04/2005,Luisa
871,872,09/11/2004,Piso,Alquiler,Girona,185.0,1390460.0,29/08/2005,Jesús
872,873,09/11/2004,Industrial,Alquiler,Lleida,295.0,2923155.0,06/05/2005,Luisa
874,875,09/11/2004,Oficina,Alquiler,Girona,147.0,1259202.0,03/05/2005,Pedro
876,877,09/11/2004,Oficina,Alquiler,Lleida,128.0,549120.0,16/03/2005,Carmen
877,878,10/11/2004,Industrial,Alquiler,Barcelona,145.0,1372135.0,18/04/2005,Pedro
878,879,10/11/2004,Oficina,Venta,Lleida,147.0,1070307.0,10/07/2005,Pedro
879,880,11/11/2004,Parking,Alquiler,Lleida,272.0,1542784.0,24/06/2005,Joaquín
880,881,11/11/2004,Casa,Alquiler,Lleida,113.0,645569.0,10/06/2005,Carmen
882,883,11/11/2004,Piso,Venta,Girona,266.0,1370964.0,22/10/2005,María
883,884,11/11/2004,Piso,Venta,Girona,125.0,590875.0,20/09/2005,Carmen
885,886,12/11/2004,Piso,Venta,Girona,133.0,1191281.0,28/06/2005,Joaquín
886,887,13/11/2004,Suelo,Alquiler,Barcelona,160.0,1356160.0,08/11/2005,Luisa
888,889,13/11/2004,Oficina,Alquiler,Lleida,236.0,1420012.0,31/10/2005,Pedro
889,890,13/11/2004,Oficina,Venta,Tarragona,165.0,1598520.0,11/10/2005,Pedro
890,891,13/11/2004,Casa,Venta,Girona,255.0,2543625.0,29/08/2005,Pedro
891,892,14/11/2004,Casa,Alquiler,Tarragona,226.0,2025638.0,04/05/2005,María
892,893,14/11/2004,Casa,Venta,Tarragona,228.0,1115604.0,21/09/2005,Pedro
894,895,14/11/2004,Industrial,Alquiler,Barcelona,229.0,1341024.0,12/09/2005,Jesús
895,896,14/11/2004,Piso,Alquiler,Tarragona,226.0,1340632.0,24/09/2005,Luisa
896,897,15/11/2004,Suelo,Alquiler,Lleida,64.0,581568.0,15/02/2005,Carmen
897,898,15/11/2004,Casa,Venta,Barcelona,258.0,2449452.0,14/03/2005,Jesús
899,900,16/11/2004,Casa,Alquiler,Barcelona,136.0,1072768.0,02/04/2005,Pedro
900,901,16/11/2004,Parking,Alquiler,Girona,294.0,1653456.0,18/07/2005,Pedro
901,902,17/11/2004,Oficina,Alquiler,Barcelona,294.0,2722146.0,05/11/2005,Joaquín
902,903,17/11/2004,Suelo,Alquiler,Tarragona,151.0,1029367.0,05/05/2005,Carmen
908,909,18/11/2004,Industrial,Venta,Tarragona,127.0,1204595.0,15/04/2005,Carmen
909,910,19/11/2004,Piso,Alquiler,Tarragona,197.0,1506853.0,16/11/2005,Jesús
910,911,20/11/2004,Local,Alquiler,Barcelona,135.0,1036665.0,08/11/2005,Pedro
911,912,20/11/2004,Suelo,Alquiler,Lleida,200.0,1967400.0,30/08/2005,Pedro
