,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
524,525,10/07/2004,Parking,Venta,Lleida,280.0,1249360.0,09/01/2005,Pedro
525,526,11/07/2004,Parking,Venta,Girona,162.0,1594404.0,07/03/2005,María
526,527,11/07/2004,Industrial,Alquiler,Barcelona,231.0,935781.0,13/11/2004,Joaquín
528,529,12/07/2004,Industrial,Alquiler,Lleida,206.0,1414602.0,14/06/2005,Carmen
529,530,12/07/2004,Local,Venta,Lleida,86.0,446856.0,12/06/2005,María
530,531,12/07/2004,Industrial,Alquiler,Barcelona,112.0,712768.0,14/06/2005,Carmen
531,532,12/07/2004,Local,Alquiler,Lleida,182.0,999726.0,20/02/2005,Carmen
532,533,13/07/2004,Parking,Venta,Tarragona,72.0,606024.0,12/04/2005,Carmen
534,535,14/07/2004,Industrial,Alquiler,Lleida,280.0,1730680.0,07/05/2005,Carmen
536,537,14/07/2004,Local,Alquiler,Girona,117.0,1031121.0,30/04/2005,Luisa
537,538,15/07/2004,Industrial,Alquiler,Girona,279.0,2161134.0,09/03/2005,María
538,539,16/07/2004,Parking,Alquiler,Barcelona,111.0,761793.0,11/07/2005,María
539,540,16/07/2004,Parking,Alquiler,Tarragona,87.0,565587.0,25/01/2005,Joaquín
542,543,16/07/2004,Industrial,Venta,Tarragona,101.0,564186.0,21/01/2005,Pedro
544,545,18/07/2004,Local,Venta,Lleida,82.0,419348.0,12/03/2005,Jesús
545,546,20/07/2004,Industrial,Venta,Lleida,65.0,628095.0,08/03/2005,María
547,548,20/07/2004,Parking,Venta,Barcelona,286.0,,21/10/2004,Carmen
548,549,20/07/2004,Local,Venta,Girona,237.0,1403988.0,27/06/2005,Carmen
550,551,21/07/2004,Piso,Alquiler,Girona,237.0,2215002.0,31/10/2004,Pedro
551,552,21/07/2004,Local,Venta,Barcelona,125.0,804625.0,26/06/2005,Carmen
553,554,21/07/2004,Parking,Venta,Barcelona,141.0,867009.0,21/11/2004,Joaquín
554,555,22/07/2004,Piso,Venta,Girona,138.0,1289748.0,25/12/2004,Luisa
556,557,23/07/2004,Piso,Alquiler,Girona,198.0,1916442.0,14/04/2005,Joaquín
557,558,24/07/2004,Piso,Alquiler,Girona,246.0,1875012.0,08/03/2005,Luisa
558,559,24/07/2004,Local,Alquiler,Tarragona,188.0,1590104.0,26/10/2004,Pedro
559,560,25/07/2004,Industrial,Alquiler,Tarragona,285.0,1412175.0,01/12/2004,Pedro
560,561,25/07/2004,Parking,Alquiler,Lleida,53.0,280741.0,01/07/2005,Jesús
561,562,25/07/2004,Piso,Alquiler,Girona,161.0,960526.0,21/06/2005,Joaquín
562,563,25/07/2004,Piso,Venta,Barcelona,237.0,1272216.0,27/04/2005,Jesús
565,566,26/07/2004,Local,Alquiler,Girona,266.0,1881950.0,15/01/2005,María
566,567,26/07/2004,Local,Venta,Barcelona,98.0,469910.0,08/01/2005,Joaquín
567,568,26/07/2004,Local,Venta,Lleida,153.0,639999.0,11/05/2005,Luisa
568,569,26/07/2004,Local,Alquiler,Tarragona,167.0,700398.0,07/03/2005,Luisa
570,571,27/07/2004,Industrial,Alquiler,Tarragona,44.0,322036.0,20/12/2004,Jesús
571,572,28/07/2004,Local,Alquiler,Tarragona,235.0,1897155.0,01/07/2005,Carmen
572,573,28/07/2004,Parking,Venta,Tarragona,243.0,1038825.0,14/12/2004,Jesús
573,574,28/07/2004,Local,Alquiler,Lleida,58.0,251430.0,30/05/2005,Carmen
574,575,28/07/2004,Parking,Alquiler,Barcelona,280.0,1877400.0,21/04/2005,Joaquín
578,579,29/07/2004,Industrial,Venta,Girona,148.0,811780.0,17/04/2005,Luisa
579,580,30/07/2004,Parking,Venta,Tarragona,226.0,1634884.0,20/07/2005,María
581,582,31/07/2004,Industrial,Venta,Lleida,290.0,2584480.0,22/11/2004,Jesús
582,583,31/07/2004,Local,Venta,Tarragona,297.0,1767744.0,23/03/2005,Pedro
584,585,01/08/2004,Parking,Alquiler,Girona,161.0,1050203.0,04/02/2005,Joaquín
586,587,02/08/2004,Piso,Alquiler,Barcelona,184.0,1286344.0,02/07/2005,Joaquín
587,588,02/08/2004,Local,Alquiler,Tarragona,56.0,469168.0,08/03/2005,Pedro
591,592,03/08/2004,Parking,Alquiler,Girona,145.0,999630.0,01/05/2005,Pedro
593,594,04/08/2004,Industrial,Alquiler,Tarragona,171.0,1148436.0,29/06/2005,Pedro
594,595,04/08/2004,Industrial,Venta,Barcelona,262.0,1343798.0,15/04/2005,Jesús
595,596,04/08/2004,Parking,Venta,Lleida,62.0,358360.0,23/07/2005,Luisa
598,599,08/08/2004,Local,Alquiler,Lleida,76.0,738568.0,22/03/2005,Joaquín
601,602,09/08/2004,Industrial,Venta,Girona,227.0,1218763.0,27/07/2005,Joaquín
603,604,10/08/2004,Local,Alquiler,Lleida,149.0,704323.0,03/08/2005,Luisa
604,605,10/08/2004,Piso,Alquiler,Lleida,212.0,1817264.0,25/06/2005,María
605,606,10/08/2004,Parking,Alquiler,Lleida,45.0,360765.0,05/03/2005,María
606,607,10/08/2004,Parking,Venta,Barcelona,49.0,418019.0,22/02/2005,Pedro
609,610,11/08/2004,Local,Venta,Barcelona,127.0,1058545.0,23/01/2005,Joaquín
612,613,11/08/2004,Industrial,Venta,Barcelona,225.0,1879200.0,19/11/2004,Pedro
614,615,12/08/2004,Local,Venta,Lleida,283.0,1992320.0,07/04/2005,María
615,616,12/08/2004,Piso,Alquiler,Barcelona,231.0,1237929.0,13/04/2005,Luisa
616,617,13/08/2004,Piso,Venta,Lleida,172.0,1283980.0,27/01/2005,Carmen
620,621,14/08/2004,Industrial,Venta,Tarragona,223.0,2171128.0,23/03/2005,Carmen
621,622,14/08/2004,Piso,Venta,Barcelona,123.0,1116348.0,29/06/2005,Luisa
622,623,15/08/2004,Local,Venta,Tarragona,72.0,577656.0,30/07/2005,María
623,624,15/08/2004,Industrial,Venta,Tarragona,154.0,1122352.0,11/05/2005,Jesús
624,625,15/08/2004,Industrial,Alquiler,Girona,222.0,2171826.0,12/01/2005,Carmen
625,626,16/08/2004,Piso,Alquiler,Tarragona,263.0,2061131.0,28/07/2005,Joaquín
626,627,16/08/2004,Parking,Alquiler,Lleida,86.0,494758.0,04/03/2005,María
628,629,17/08/2004,Piso,Venta,Girona,249.0,1427019.0,04/12/2004,Jesús
629,630,17/08/2004,Parking,Alquiler,Girona,170.0,1567060.0,19/02/2005,María
630,631,17/08/2004,Parking,Alquiler,Barcelona,272.0,1972816.0,14/08/2005,Carmen
631,632,17/08/2004,Piso,Venta,Girona,201.0,1816437.0,10/05/2005,Pedro
632,633,17/08/2004,Parking,Alquiler,Girona,167.0,1191044.0,11/01/2005,Luisa
633,634,18/08/2004,Piso,Alquiler,Tarragona,283.0,2576432.0,13/05/2005,María
634,635,18/08/2004,Local,Alquiler,Girona,197.0,981651.0,17/01/2005,Jesús
635,636,18/08/2004,Piso,Alquiler,Tarragona,181.0,1161477.0,07/05/2005,María
636,637,18/08/2004,Parking,Alquiler,Barcelona,95.0,938030.0,03/06/2005,María
638,639,19/08/2004,Piso,Alquiler,Girona,277.0,2646181.0,04/07/2005,Carmen
639,640,19/08/2004,Industrial,Alquiler,Tarragona,182.0,1243060.0,16/07/2005,María
641,642,20/08/2004,Industrial,Venta,Girona,119.0,711382.0,01/08/2005,Luisa
642,643,20/08/2004,Industrial,Alquiler,Lleida,255.0,2338095.0,10/08/2005,Carmen
643,644,20/08/2004,Industrial,Alquiler,Tarragona,164.0,1162104.0,10/05/2005,Pedro
644,645,20/08/2004,Industrial,Venta,Tarragona,227.0,1917696.0,22/02/2005,Joaquín
645,646,20/08/2004,Parking,Alquiler,Lleida,168.0,1192800.0,14/07/2005,Joaquín
646,647,21/08/2004,Piso,Venta,Barcelona,67.0,346256.0,18/05/2005,Luisa
648,649,21/08/2004,Piso,Alquiler,Lleida,46.0,386354.0,04/05/2005,Pedro
649,650,22/08/2004,Parking,Venta,Lleida,80.0,777360.0,21/04/2005,Carmen
650,651,22/08/2004,Piso,Venta,Girona,207.0,1015956.0,17/06/2005,Jesús
652,653,22/08/2004,Piso,Venta,Tarragona,147.0,730149.0,25/12/2004,Carmen
657,658,23/08/2004,Parking,Venta,Tarragona,286.0,1442870.0,09/08/2005,Pedro
659,660,23/08/2004,Piso,Venta,Tarragona,176.0,1003552.0,05/08/2005,Carmen
660,661,23/08/2004,Local,Venta,Girona,278.0,1730550.0,09/12/2004,María
661,662,24/08/2004,Parking,Alquiler,Girona,254.0,1963166.0,27/07/2005,Joaquín
662,663,24/08/2004,Local,Alquiler,Barcelona,47.0,463843.0,19/02/2005,Joaquín
663,664,24/08/2004,Local,Alquiler,Girona,252.0,2057832.0,14/03/2005,Luisa
664,665,25/08/2004,Local,Alquiler,Girona,163.0,1520627.0,20/04/2005,Pedro
667,668,27/08/2004,Parking,Venta,Barcelona,195.0,1513005.0,21/01/2005,Pedro
668,669,27/08/2004,Parking,Venta,Tarragona,290.0,1747830.0,14/01/2005,Luisa
669,670,28/08/2004,Industrial,Venta,Barcelona,289.0,2188597.0,27/04/2005,María
671,672,28/08/2004,Local,Alquiler,Tarragona,186.0,1225926.0,16/05/2005,Luisa
672,673,29/08/2004,Industrial,Venta,Barcelona,67.0,479318.0,03/04/2005,Luisa
673,674,29/08/2004,Parking,Venta,Girona,152.0,1392168.0,04/08/2005,Pedro
676,677,30/08/2004,Industrial,Alquiler,Tarragona,54.0,227178.0,24/01/2005,Joaquín
677,678,30/08/2004,Industrial,Venta,Barcelona,225.0,1239300.0,29/01/2005,María
679,680,30/08/2004,Piso,Alquiler,Tarragona,249.0,1029864.0,06/05/2005,Carmen
680,681,30/08/2004,Industrial,Alquiler,Tarragona,284.0,1166104.0,08/04/2005,Jesús
682,683,30/08/2004,Piso,Alquiler,Lleida,121.0,1049433.0,07/06/2005,Jesús
683,684,31/08/2004,Parking,Venta,Tarragona,247.0,2285244.0,07/03/2005,María
684,685,31/08/2004,Piso,Venta,Girona,97.0,662316.0,27/04/2005,Carmen
686,687,01/09/2004,Piso,Alquiler,Lleida,240.0,1214880.0,09/04/2005,Luisa
688,689,02/09/2004,Parking,Venta,Girona,64.0,622144.0,05/07/2005,María
689,690,02/09/2004,Parking,Alquiler,Tarragona,81.0,723492.0,10/07/2005,Joaquín
693,694,03/09/2004,Piso,Alquiler,Lleida,88.0,392832.0,28/01/2005,María
694,695,03/09/2004,Local,Venta,Lleida,205.0,1524585.0,02/05/2005,Pedro
696,697,04/09/2004,Local,Alquiler,Barcelona,163.0,1570016.0,04/08/2005,Carmen
697,698,05/09/2004,Parking,Alquiler,Girona,187.0,789140.0,16/05/2005,Carmen
699,700,06/09/2004,Local,Alquiler,Girona,299.0,1251315.0,20/01/2005,Luisa
701,702,07/09/2004,Piso,Alquiler,Girona,295.0,2553225.0,14/01/2005,Carmen
703,704,08/09/2004,Piso,Alquiler,Barcelona,278.0,2540364.0,12/04/2005,Carmen
705,706,08/09/2004,Piso,Alquiler,Girona,258.0,1501560.0,05/01/2005,Joaquín
706,707,08/09/2004,Industrial,Venta,Girona,215.0,1713120.0,27/05/2005,Carmen
707,708,08/09/2004,Industrial,Venta,Tarragona,158.0,1124012.0,03/05/2005,Pedro
709,710,09/09/2004,Parking,Venta,Lleida,274.0,1291636.0,24/05/2005,María
711,712,10/09/2004,Parking,Alquiler,Lleida,244.0,2280668.0,16/07/2005,María
716,717,10/09/2004,Local,Alquiler,Tarragona,47.0,457498.0,23/02/2005,Jesús
720,721,12/09/2004,Industrial,Venta,Tarragona,44.0,266596.0,23/04/2005,Luisa
721,722,12/09/2004,Industrial,Alquiler,Girona,86.0,611546.0,10/02/2005,Carmen
725,726,13/09/2004,Parking,Venta,Girona,112.0,1081360.0,03/05/2005,María
729,730,16/09/2004,Parking,Alquiler,Tarragona,284.0,1830664.0,02/01/2005,Pedro
733,734,17/09/2004,Piso,Venta,Lleida,85.0,644470.0,22/06/2005,María
735,736,19/09/2004,Industrial,Venta,Barcelona,112.0,840560.0,29/06/2005,Pedro
738,739,20/09/2004,Piso,Venta,Barcelona,250.0,1527750.0,10/02/2005,Luisa
739,740,21/09/2004,Parking,Alquiler,Barcelona,254.0,2328418.0,06/01/2005,Joaquín
740,741,21/09/2004,Parking,Venta,Tarragona,126.0,1184274.0,28/07/2005,María
742,743,22/09/2004,Local,Venta,Lleida,56.0,542864.0,08/09/2005,María
747,748,22/09/2004,Industrial,Alquiler,Girona,228.0,2145480.0,21/06/2005,María
748,749,23/09/2004,Local,Venta,Lleida,114.0,679554.0,16/09/2005,Pedro
749,750,23/09/2004,Parking,Alquiler,Girona,294.0,1335936.0,14/07/2005,Carmen
750,751,23/09/2004,Parking,Venta,Girona,132.0,556116.0,11/09/2005,Luisa
751,752,25/09/2004,Local,Venta,Barcelona,182.0,1509872.0,05/08/2005,Luisa
752,753,25/09/2004,Local,Venta,Lleida,67.0,399655.0,13/08/2005,Luisa
753,754,25/09/2004,Piso,Alquiler,Tarragona,251.0,1206557.0,20/05/2005,María
755,756,26/09/2004,Industrial,Alquiler,Tarragona,50.0,308850.0,10/08/2005,Pedro
756,757,26/09/2004,Industrial,Venta,Barcelona,42.0,306726.0,16/06/2005,Jesús
757,758,26/09/2004,Piso,Venta,Barcelona,272.0,1535168.0,26/07/2005,Luisa
758,759,26/09/2004,Piso,Alquiler,Tarragona,117.0,823680.0,19/01/2005,María
760,761,26/09/2004,Local,Venta,Girona,50.0,411700.0,05/01/2005,Carmen
761,762,26/09/2004,Parking,Venta,Barcelona,48.0,371712.0,14/08/2005,María
762,763,27/09/2004,Piso,Alquiler,Girona,291.0,2411808.0,28/02/2005,Joaquín
764,765,28/09/2004,Local,Alquiler,Girona,291.0,2354481.0,26/01/2005,Carmen
765,766,29/09/2004,Piso,Alquiler,Girona,204.0,1044480.0,17/04/2005,Jesús
766,767,29/09/2004,Piso,Alquiler,Barcelona,95.0,510150.0,07/05/2005,Jesús
767,768,29/09/2004,Piso,Venta,Girona,231.0,1213212.0,24/06/2005,Carmen
770,771,04/10/2004,Industrial,Venta,Girona,44.0,223564.0,26/09/2005,Luisa
773,774,05/10/2004,Local,Alquiler,Tarragona,244.0,2332152.0,05/06/2005,Joaquín
774,775,05/10/2004,Local,Venta,Lleida,204.0,1606500.0,25/07/2005,Carmen
775,776,05/10/2004,Parking,Venta,Lleida,76.0,411160.0,15/02/2005,Joaquín
777,778,06/10/2004,Local,Alquiler,Barcelona,228.0,1554732.0,17/08/2005,Jesús
778,779,06/10/2004,Local,Alquiler,Tarragona,256.0,1877760.0,14/04/2005,María
779,780,06/10/2004,Local,Venta,Tarragona,185.0,1607280.0,28/03/2005,Carmen
783,784,06/10/2004,Parking,Alquiler,Tarragona,83.0,778706.0,11/09/2005,María
785,786,06/10/2004,Parking,Venta,Lleida,224.0,913248.0,03/07/2005,Jesús
788,789,07/10/2004,Piso,Venta,Barcelona,251.0,1781849.0,23/07/2005,Luisa
789,790,07/10/2004,Piso,Venta,Tarragona,108.0,647460.0,10/03/2005,Luisa
790,791,08/10/2004,Industrial,Venta,Girona,113.0,869196.0,28/07/2005,Jesús
791,792,08/10/2004,Piso,Venta,Tarragona,292.0,1565120.0,02/10/2005,Joaquín
792,793,08/10/2004,Piso,Venta,Lleida,88.0,507320.0,06/09/2005,María
797,798,11/10/2004,Piso,Venta,Girona,222.0,1478742.0,24/09/2005,Jesús
799,800,12/10/2004,Local,Alquiler,Tarragona,67.0,653250.0,19/02/2005,María
800,801,13/10/2004,Local,Alquiler,Tarragona,159.0,1323198.0,26/08/2005,Jesús
802,803,13/10/2004,Local,Alquiler,Tarragona,163.0,1115409.0,14/03/2005,María
803,804,13/10/2004,Industrial,Venta,Girona,114.0,580032.0,28/03/2005,Jesús
804,805,14/10/2004,Piso,Alquiler,Barcelona,243.0,1469178.0,18/02/2005,Pedro
809,810,15/10/2004,Industrial,Venta,Barcelona,51.0,334305.0,25/09/2005,Carmen
810,811,16/10/2004,Industrial,Venta,Lleida,214.0,1805518.0,30/08/2005,Carmen
814,815,17/10/2004,Industrial,Venta,Tarragona,182.0,1690416.0,04/09/2005,Pedro
815,816,18/10/2004,Parking,Alquiler,Barcelona,232.0,2180104.0,19/07/2005,Joaquín
818,819,19/10/2004,Parking,Venta,Barcelona,102.0,562632.0,01/09/2005,Luisa
819,820,19/10/2004,Piso,Alquiler,Tarragona,206.0,1688170.0,17/07/2005,Jesús
820,821,19/10/2004,Parking,Venta,Girona,161.0,1392006.0,12/07/2005,María
821,822,20/10/2004,Industrial,Venta,Tarragona,259.0,1628333.0,09/08/2005,María
822,823,20/10/2004,Parking,Venta,Lleida,177.0,992793.0,20/03/2005,Carmen
823,824,21/10/2004,Piso,Alquiler,Girona,60.0,484560.0,24/08/2005,Jesús
824,825,21/10/2004,Local,Venta,Tarragona,172.0,866880.0,01/09/2005,Luisa
826,827,22/10/2004,Industrial,Venta,Tarragona,149.0,1391809.0,06/08/2005,Pedro
827,828,23/10/2004,Industrial,Alquiler,Barcelona,199.0,1278774.0,06/04/2005,Pedro
828,829,23/10/2004,Local,Venta,Lleida,152.0,1218888.0,04/03/2005,Joaquín
829,830,24/10/2004,Local,Venta,Lleida,143.0,1409551.0,23/04/2005,Jesús
830,831,24/10/2004,Parking,Venta,Girona,115.0,880900.0,04/07/2005,Carmen
834,835,25/10/2004,Parking,Venta,Lleida,168.0,1276800.0,25/07/2005,Carmen
836,837,27/10/2004,Local,Venta,Girona,127.0,1021334.0,21/05/2005,Joaquín
837,838,27/10/2004,Piso,Alquiler,Girona,62.0,583110.0,19/02/2005,Joaquín
838,839,27/10/2004,Local,Venta,Lleida,109.0,1029178.0,13/07/2005,Joaquín
839,840,27/10/2004,Parking,Alquiler,Girona,114.0,1040478.0,29/04/2005,Carmen
840,841,27/10/2004,Piso,Venta,Girona,120.0,1061160.0,13/04/2005,Luisa
843,844,30/10/2004,Local,Alquiler,Tarragona,121.0,593021.0,28/02/2005,Luisa
844,845,31/10/2004,Industrial,Venta,Tarragona,280.0,1485680.0,23/10/2005,Luisa
846,847,31/10/2004,Piso,Alquiler,Girona,121.0,731929.0,27/06/2005,Pedro
849,850,01/11/2004,Piso,Alquiler,Girona,159.0,1391091.0,16/06/2005,Carmen
852,853,02/11/2004,Piso,Venta,Tarragona,246.0,1708716.0,16/03/2005,Jesús
853,854,02/11/2004,Piso,Alquiler,Lleida,299.0,2430272.0,26/03/2005,Carmen
855,856,03/11/2004,Industrial,Venta,Barcelona,247.0,995657.0,29/06/2005,Jesús
856,857,03/11/2004,Industrial,Venta,Girona,238.0,2379048.0,08/09/2005,María
859,860,03/11/2004,Piso,Venta,Lleida,288.0,2242656.0,11/02/2005,Jesús
860,861,03/11/2004,Piso,Alquiler,Girona,96.0,891456.0,28/07/2005,Pedro
861,862,04/11/2004,Local,Alquiler,Barcelona,152.0,631560.0,28/10/2005,Joaquín
863,864,06/11/2004,Industrial,Venta,Girona,108.0,553608.0,04/02/2005,Luisa
864,865,06/11/2004,Parking,Alquiler,Girona,110.0,523160.0,11/09/2005,Joaquín
865,866,07/11/2004,Parking,Venta,Girona,136.0,1054544.0,18/09/2005,María
868,869,07/11/2004,Parking,Alquiler,Lleida,183.0,1082079.0,07/09/2005,Carmen
869,870,08/11/2004,Industrial,Venta,Tarragona,245.0,1951180.0,06/04/2005,Luisa
871,872,09/11/2004,Piso,Alquiler,Girona,185.0,1390460.0,29/08/2005,Jesús
872,873,09/11/2004,Industrial,Alquiler,Lleida,295.0,2923155.0,06/05/2005,Luisa
873,874,09/11/2004,Piso,Venta,Tarragona,80.0,458560.0,22/02/2005,Pedro
875,876,09/11/2004,Industrial,Venta,Tarragona,114.0,968658.0,29/06/2005,María
877,878,10/11/2004,Industrial,Alquiler,Barcelona,145.0,1372135.0,18/04/2005,Pedro
879,880,11/11/2004,Parking,Alquiler,Lleida,272.0,1542784.0,24/06/2005,Joaquín
881,882,11/11/2004,Local,Venta,Tarragona,220.0,970420.0,28/08/2005,Luisa
882,883,11/11/2004,Piso,Venta,Girona,266.0,1370964.0,22/10/2005,María
883,884,11/11/2004,Piso,Venta,Girona,125.0,590875.0,20/09/2005,Carmen
885,886,12/11/2004,Piso,Venta,Girona,133.0,1191281.0,28/06/2005,Joaquín
893,894,14/11/2004,Parking,Alquiler,Lleida,92.0,610696.0,04/05/2005,Jesús
894,895,14/11/2004,Industrial,Alquiler,Barcelona,229.0,1341024.0,12/09/2005,Jesús
895,896,14/11/2004,Piso,Alquiler,Tarragona,226.0,1340632.0,24/09/2005,Luisa
898,899,16/11/2004,Local,Venta,Barcelona,58.0,315810.0,14/06/2005,Jesús
900,901,16/11/2004,Parking,Alquiler,Girona,294.0,1653456.0,18/07/2005,Pedro
903,904,17/11/2004,Piso,Venta,Barcelona,62.0,455762.0,25/07/2005,Pedro
904,905,18/11/2004,Local,Alquiler,Girona,116.0,479892.0,11/11/2005,Joaquín
905,906,18/11/2004,Industrial,Alquiler,Tarragona,68.0,500140.0,27/10/2005,Pedro
907,908,18/11/2004,Parking,Venta,Girona,134.0,933444.0,17/04/2005,Pedro
908,909,18/11/2004,Industrial,Venta,Tarragona,127.0,1204595.0,15/04/2005,Carmen
909,910,19/11/2004,Piso,Alquiler,Tarragona,197.0,1506853.0,16/11/2005,Jesús
910,911,20/11/2004,Local,Alquiler,Barcelona,135.0,1036665.0,08/11/2005,Pedro
913,914,20/11/2004,Piso,Venta,Girona,48.0,366480.0,19/09/2005,Pedro
915,916,21/11/2004,Piso,Alquiler,Lleida,155.0,1511095.0,20/08/2005,María
916,917,21/11/2004,Parking,Venta,Tarragona,263.0,1719757.0,28/08/2005,Pedro
917,918,22/11/2004,Industrial,Alquiler,Lleida,197.0,1662089.0,29/06/2005,Carmen
919,920,23/11/2004,Industrial,Venta,Barcelona,137.0,1242042.0,08/08/2005,Luisa
923,924,25/11/2004,Parking,Alquiler,Girona,283.0,2213909.0,10/05/2005,Luisa
924,925,25/11/2004,Parking,Alquiler,Lleida,298.0,2039512.0,11/10/2005,Joaquín
927,928,26/11/2004,Industrial,Alquiler,Barcelona,283.0,1615647.0,06/06/2005,Joaquín
928,929,27/11/2004,Local,Alquiler,Tarragona,73.0,410260.0,29/10/2005,Carmen
929,930,27/11/2004,Local,Venta,Tarragona,161.0,1604687.0,05/03/2005,Luisa
931,932,29/11/2004,Parking,Venta,Lleida,121.0,754435.0,23/04/2005,Joaquín
932,933,29/11/2004,Parking,Alquiler,Tarragona,150.0,795000.0,17/10/2005,Luisa
935,936,01/12/2004,Parking,Alquiler,Girona,116.0,573040.0,01/11/2005,María
936,937,01/12/2004,Industrial,Alquiler,Girona,276.0,1932552.0,20/10/2005,María
937,938,01/12/2004,Local,Venta,Barcelona,158.0,766774.0,24/03/2005,Pedro
938,939,01/12/2004,Industrial,Alquiler,Girona,216.0,1962360.0,17/05/2005,Pedro
939,940,02/12/2004,Industrial,Venta,Barcelona,249.0,1662822.0,11/07/2005,Luisa
940,941,02/12/2004,Industrial,Venta,Barcelona,68.0,614244.0,11/05/2005,Jesús
941,942,02/12/2004,Industrial,Alquiler,Tarragona,177.0,1485915.0,29/04/2005,Carmen
942,943,03/12/2004,Piso,Venta,Tarragona,268.0,1273000.0,16/06/2005,Carmen
943,944,03/12/2004,Piso,Alquiler,Girona,66.0,558030.0,01/12/2005,Carmen
944,945,04/12/2004,Piso,Venta,Tarragona,162.0,894888.0,26/03/2005,Pedro
945,946,04/12/2004,Piso,Venta,Girona,243.0,1447551.0,13/09/2005,Pedro
947,948,05/12/2004,Piso,Alquiler,Girona,237.0,1725597.0,07/07/2005,Pedro
948,949,05/12/2004,Parking,Alquiler,Barcelona,206.0,1241562.0,27/07/2005,María
949,950,05/12/2004,Piso,Venta,Girona,233.0,2153852.0,11/03/2005,Pedro
951,952,07/12/2004,Industrial,Venta,Barcelona,142.0,954808.0,18/06/2005,María
953,954,08/12/2004,Parking,Venta,Lleida,68.0,330956.0,18/09/2005,María
955,956,09/12/2004,Piso,Venta,Tarragona,80.0,509840.0,21/05/2005,Carmen
957,958,10/12/2004,Local,Alquiler,Tarragona,227.0,1071667.0,26/05/2005,Carmen
958,959,10/12/2004,Parking,Venta,Tarragona,291.0,1872876.0,16/05/2005,María
960,961,10/12/2004,Parking,Alquiler,Girona,96.0,535584.0,22/10/2005,Carmen
962,963,11/12/2004,Local,Venta,Lleida,190.0,1593720.0,28/05/2005,Pedro
964,965,11/12/2004,Industrial,Venta,Girona,56.0,525616.0,15/08/2005,Joaquín
965,966,11/12/2004,Piso,Alquiler,Lleida,213.0,1994532.0,22/04/2005,María
966,967,12/12/2004,Piso,Venta,Girona,175.0,722925.0,18/03/2005,Carmen
967,968,12/12/2004,Local,Alquiler,Lleida,96.0,769824.0,03/10/2005,Jesús
968,969,14/12/2004,Piso,Venta,Lleida,272.0,2581552.0,22/10/2005,Pedro
969,970,14/12/2004,Piso,Alquiler,Girona,232.0,1193408.0,07/06/2005,Luisa
970,971,14/12/2004,Piso,Venta,Lleida,200.0,1145600.0,22/09/2005,María
971,972,14/12/2004,Piso,Venta,Girona,219.0,1059303.0,27/07/2005,Joaquín
973,974,15/12/2004,Parking,Alquiler,Lleida,131.0,920144.0,10/12/2005,Jesús
975,976,16/12/2004,Local,Alquiler,Barcelona,232.0,1236560.0,20/11/2005,Pedro
980,981,18/12/2004,Local,Venta,Girona,278.0,2273762.0,30/11/2005,Pedro
984,985,20/12/2004,Piso,Alquiler,Barcelona,270.0,2427300.0,06/09/2005,Pedro
986,987,21/12/2004,Industrial,Venta,Lleida,258.0,1894752.0,21/08/2005,Carmen
988,989,21/12/2004,Piso,Venta,Lleida,81.0,528120.0,09/07/2005,Joaquín
989,990,21/12/2004,Industrial,Venta,Barcelona,182.0,1717898.0,24/04/2005,Pedro
991,992,22/12/2004,Piso,Alquiler,Girona,281.0,2326118.0,22/07/2005,María
992,993,22/12/2004,Industrial,Venta,Tarragona,201.0,1911510.0,23/06/2005,Luisa
993,994,22/12/2004,Local,Venta,Girona,187.0,1346961.0,20/12/2005,Joaquín
995,996,23/12/2004,Parking,Alquiler,Girona,88.0,690184.0,29/05/2005,Carmen
996,997,23/12/2004,Industrial,Alquiler,Girona,66.0,448932.0,01/09/2005,Pedro
997,998,23/12/2004,Local,Venta,Girona,219.0,2101743.0,30/07/2005,Luisa
998,999,23/12/2004,Industrial,Venta,Girona,67.0,430743.0,06/06/2005,Pedro
999,1000,24/12/2004,Parking,Venta,Lleida,300.0,2707200.0,15/10/2005,Luisa
1000,1001,25/12/2004,Local,Venta,Barcelona,250.0,1368750.0,07/06/2005,Luisa
1001,1002,25/12/2004,Piso,Alquiler,Barcelona,292.0,2677056.0,22/07/2005,María
1002,1003,25/12/2004,Parking,Venta,Tarragona,87.0,638058.0,19/07/2005,Jesús
1003,1004,26/12/2004,Piso,Venta,Lleida,95.0,866780.0,15/04/2005,Jesús
1008,1009,27/12/2004,Piso,Alquiler,Tarragona,222.0,1266732.0,23/06/2005,Pedro
1009,1010,27/12/2004,Parking,Venta,Girona,211.0,945702.0,04/12/2005,Luisa
1010,1011,27/12/2004,Piso,Alquiler,Barcelona,96.0,862848.0,23/12/2005,María
1014,1015,31/12/2004,Local,Alquiler,Barcelona,168.0,1508472.0,03/12/2005,Luisa
1015,1016,01/01/2005,Parking,Alquiler,Barcelona,142.0,1276864.0,24/10/2005,María
1016,1017,01/01/2005,Parking,Venta,Girona,217.0,2101862.0,23/10/2005,Carmen
1017,1018,01/01/2005,Local,Alquiler,Barcelona,269.0,1360064.0,17/08/2005,Jesús
1019,1020,02/01/2005,Industrial,Alquiler,Lleida,201.0,1176855.0,07/10/2005,María
